,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
2331482,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Males,156.0
2331483,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Females,63.0
2331484,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Sex unknown,
2331630,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",1665.0
2331631,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,1245.0
2331632,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,417.0
2331633,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Sex unknown,
2331634,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",1299.0
2331635,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Males,996.0
2331636,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Females,300.0
2331637,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Sex unknown,
2331638,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,"Total, sex",366.0
2331639,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Males,246.0
2331640,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Females,120.0
2331641,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Sex unknown,
2331790,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",42.0
2331791,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Males,33.0
2331792,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Females,6.0
2331793,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,
2331794,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",36.0
2331795,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Males,33.0
2331796,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Females,6.0
2331797,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Sex unknown,
2331798,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",3.0
2331799,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Males,3.0
2331800,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Females,0.0
2331934,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",342.0
2331935,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,234.0
2331936,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,102.0
2331937,2010/2011,Canada,College,"Total, credential type","Total, registration status",Sex unknown,6.0
2331938,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",318.0
2331939,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,219.0
2331940,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,93.0
2331941,2010/2011,Canada,College,"Total, credential type",Full-time student,Sex unknown,6.0
2331942,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",27.0
2331943,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,18.0
2331944,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,9.0
2332080,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",342.0
2332081,2010/2011,Canada,College,Certificate,"Total, registration status",Males,234.0
2332082,2010/2011,Canada,College,Certificate,"Total, registration status",Females,102.0
2332083,2010/2011,Canada,College,Certificate,"Total, registration status",Sex unknown,6.0
2332084,2010/2011,Canada,College,Certificate,Full-time student,"Total, sex",318.0
2332085,2010/2011,Canada,College,Certificate,Full-time student,Males,219.0
2332086,2010/2011,Canada,College,Certificate,Full-time student,Females,93.0
2332087,2010/2011,Canada,College,Certificate,Full-time student,Sex unknown,6.0
2332088,2010/2011,Canada,College,Certificate,Part-time student,"Total, sex",27.0
2332089,2010/2011,Canada,College,Certificate,Part-time student,Males,18.0
2332090,2010/2011,Canada,College,Certificate,Part-time student,Females,9.0
2332197,2010/2011,Canada,College,Diploma,"Total, registration status","Total, sex",
2332198,2010/2011,Canada,College,Diploma,"Total, registration status",Males,
2332199,2010/2011,Canada,College,Diploma,"Total, registration status",Females,
2332200,2010/2011,Canada,College,Diploma,Full-time student,"Total, sex",
2332201,2010/2011,Canada,College,Diploma,Full-time student,Males,
2332202,2010/2011,Canada,College,Diploma,Full-time student,Females,
2332203,2010/2011,Canada,College,Diploma,Part-time student,"Total, sex",
2332204,2010/2011,Canada,College,Diploma,Part-time student,Males,
2332205,2010/2011,Canada,College,Diploma,Part-time student,Females,
2332389,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",402.0
2332390,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,357.0
2332391,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,42.0
2332392,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",399.0
2332393,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,357.0
2332394,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,42.0
2332395,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",3.0
2332396,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,3.0
2332397,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,
2332493,2010/2011,Canada,College,Diploma,"Total, registration status","Total, sex",402.0
2332494,2010/2011,Canada,College,Diploma,"Total, registration status",Males,357.0
2332495,2010/2011,Canada,College,Diploma,"Total, registration status",Females,42.0
2332496,2010/2011,Canada,College,Diploma,Full-time student,"Total, sex",399.0
2332497,2010/2011,Canada,College,Diploma,Full-time student,Males,357.0
2332498,2010/2011,Canada,College,Diploma,Full-time student,Females,42.0
2332499,2010/2011,Canada,College,Diploma,Part-time student,"Total, sex",3.0
2332500,2010/2011,Canada,College,Diploma,Part-time student,Males,3.0
2332501,2010/2011,Canada,College,Diploma,Part-time student,Females,
2332664,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",804.0
2332665,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,705.0
2332666,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,99.0
2332667,2010/2011,Canada,College,"Total, credential type","Total, registration status",Sex unknown,0.0
2332668,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",690.0
2332669,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,606.0
2332670,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,78.0
2332671,2010/2011,Canada,College,"Total, credential type",Full-time student,Sex unknown,0.0
2332672,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",117.0
2332673,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,96.0
2332674,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,18.0
2332675,2010/2011,Canada,College,"Total, credential type",Part-time student,Sex unknown,
2332817,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",117.0
2332818,2010/2011,Canada,College,Certificate,"Total, registration status",Males,102.0
2332819,2010/2011,Canada,College,Certificate,"Total, registration status",Females,18.0
2332820,2010/2011,Canada,College,Certificate,"Total, registration status",Sex unknown,
2332821,2010/2011,Canada,College,Certificate,Full-time student,"Total, sex",117.0
2332822,2010/2011,Canada,College,Certificate,Full-time student,Males,102.0
2332823,2010/2011,Canada,College,Certificate,Full-time student,Females,18.0
2332824,2010/2011,Canada,College,Certificate,Full-time student,Sex unknown,
2332825,2010/2011,Canada,College,Certificate,Part-time student,"Total, sex",
2332826,2010/2011,Canada,College,Certificate,Part-time student,Males,
2333009,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status","Total, sex",672.0
2333010,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Males,588.0
2333011,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Females,84.0
2333012,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Sex unknown,0.0
2333013,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,"Total, sex",555.0
2333014,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Males,492.0
2333015,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Females,63.0
2333016,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Sex unknown,0.0
2333017,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,"Total, sex",117.0
2333018,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Males,96.0
2333019,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Females,18.0
2333020,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Sex unknown,
2333150,2010/2011,Canada,College,Associate degree,"Total, registration status","Total, sex",
2333151,2010/2011,Canada,College,Associate degree,"Total, registration status",Males,
